"","team","season","avg_to_epa","tot_to_epa","fum_lost_rate","ints","fumbles","sacks","tos","sacks_pct","avg_to_forced_epa","tot_to_forced_epa","fum_lost_rate_forced","ints_forced","fumbles_forced","sacks_forced","tos_forced","sacks_forced_pct","net_tos","net_to_epa_tot","net_to_epa_avg"
"250","TEN",2002,-2.50491785472688,-122.740974881617,0.769230769230769,17,13,20,49,0.408163265306122,-2.3110763774582,-147.908888157325,0.583333333333333,18,12,34,64,0.53125,-15,25.1679132757076,0.2227248962452
"251","SF",2021,-2.39987229948499,-151.191954867554,0.545454545454545,17,11,35,63,0.555555555555556,-2.02642893399453,-176.299317257524,0.36,11,25,51,87,0.586206896551724,-24,25.1073623899702,0.167382415933135
"252","CAR",2008,-2.83322841824554,-127.49527882105,0.7,17,10,18,45,0.4,-2.58118523987231,-152.289929152466,0.666666666666667,13,15,31,59,0.525423728813559,-14,24.7946503314168,0.238410099340546
"253","BUF",2019,-2.08440528317373,-137.570748689466,0.368421052631579,12,19,35,66,0.53030303030303,-2.1355115897595,-162.298880821722,0.4375,14,16,46,76,0.605263157894737,-10,24.7281321322561,0.174141775579269
"254","CIN",2012,-2.12160068268882,-156.998450518973,0.769230769230769,17,13,44,74,0.594594594594595,-2.45300386055503,-181.522285681072,0.6875,15,16,43,74,0.581081081081081,0,24.5238351620991,0.165701588933102
"255","LA",2019,-3.03850161586714,-136.732572714021,0.461538461538462,17,13,15,45,0.333333333333333,-2.26540280808333,-160.843599373917,0.538461538461538,13,13,45,71,0.633802816901408,-26,24.1110266598956,0.207853678102548
"256","HOU",2018,-1.99248692864729,-157.406467363136,0.5,10,10,59,79,0.746835443037975,-2.55527360408122,-181.424425889767,0.526315789473684,16,19,36,71,0.507042253521127,8,24.0179585266308,0.160119723510872
"257","LAC",2013,-2.34056385173339,-121.709320290136,0.75,11,8,34,52,0.653846153846154,-2.42312967874362,-145.387780724617,0.636363636363636,14,11,35,60,0.583333333333333,-8,23.6784604344811,0.211414825307867
"258","GB",2003,-2.99313779549381,-155.643165365678,0.9,22,10,20,52,0.384615384615385,-2.26423482708866,-178.874551340004,0.5,22,20,37,79,0.468354430379747,-27,23.2313859743258,0.177338824231495
"259","DAL",2019,-2.53628909042517,-109.060430888282,0.5,11,14,19,43,0.441860465116279,-2.44501690373604,-132.030912801746,0.692307692307692,7,13,34,54,0.62962962962963,-11,22.9704819134639,0.236809091891381
"260","NYJ",2008,-2.6863924468938,-158.497154366734,0.454545454545455,23,11,25,59,0.423728813559322,-2.66621571537486,-181.302668645491,0.592592592592593,14,27,27,68,0.397058823529412,-9,22.8055142787566,0.179570978572887
"261","CHI",2013,-3.07086913874664,-153.543456937332,0.692307692307692,13,13,24,50,0.48,-2.84346543446346,-176.294856936735,0.470588235294118,19,17,26,62,0.419354838709677,-12,22.7513999994027,0.203137499994667
"262","TB",2007,-2.39260844110136,-131.593464260575,0.727272727272727,10,11,34,55,0.618181818181818,-2.33813572759414,-154.316958021213,0.652173913043478,17,23,26,66,0.393939393939394,-11,22.7234937606382,0.187797469096184
"263","SEA",2017,-2.33436550740514,-135.393199429498,0.454545454545455,12,11,36,58,0.620689655172414,-2.76527171217643,-157.620487594057,0.636363636363636,14,11,33,57,0.578947368421053,1,22.2272881645588,0.193280766648337
"264","CIN",2006,-2.43495454137028,-138.792408858106,0.5,13,20,24,57,0.421052631578947,-2.55184122628674,-160.765997256065,0.666666666666667,19,12,32,63,0.507936507936508,-6,21.9735883979589,0.183113236649658
"265","TB",2022,-2.81333204525819,-115.346613855586,0.888888888888889,11,9,21,41,0.51219512195122,-2.20620897768118,-136.784956616233,0.583333333333333,10,12,40,62,0.645161290322581,-21,21.4383427606471,0.20813925010337
"266","BAL",2010,-2.16587668470397,-142.947861190462,0.571428571428571,11,14,41,66,0.621212121212121,-2.30894906289948,-163.935383465863,0.529411764705882,22,17,33,71,0.464788732394366,-5,20.987522275401,0.153193593251102
"267","MIN",2012,-2.26622205828075,-126.908435263722,0.769230769230769,13,13,30,56,0.535714285714286,-2.27488210786631,-147.86733701131,0.769230769230769,10,13,42,65,0.646153846153846,-9,20.9589017475876,0.17321406402965
"268","ARI",2016,-2.47184453868141,-165.613584091654,0.5,17,16,34,67,0.507462686567164,-2.65684234546038,-185.978964182227,0.529411764705882,14,17,39,70,0.557142857142857,-3,20.3653800905724,0.148652409420236
"269","CLE",2001,-2.14305898461357,-173.5877777537,0.5,21,14,47,81,0.580246913580247,-2.30883402907226,-193.94205844207,0.388888888888889,31,18,35,84,0.416666666666667,-3,20.3542806883706,0.123359276899216
"270","NE",2021,-3.03889342714608,-164.100245065888,0.636363636363636,15,11,28,54,0.518518518518518,-2.7863338140976,-183.898031730441,0.555555555555556,23,9,34,66,0.515151515151515,-12,19.7977866645529,0.164981555537941
"271","ATL",2008,-2.49967213549262,-104.98622969069,0.636363636363636,13,11,18,42,0.428571428571429,-2.545292817579,-124.719348061371,0.5,11,10,28,49,0.571428571428571,-7,19.7331183706807,0.216847454622865
"272","TB",2012,-2.87224304045958,-126.378693780222,0.222222222222222,17,9,18,44,0.409090909090909,-2.85025142967546,-145.362822913448,0.6,18,10,23,51,0.450980392156863,-7,18.9841291332268,0.199832938244493
"273","MIN",2007,-2.54151300866785,-162.656832554742,0.705882352941177,14,17,33,64,0.515625,-2.79237937622915,-181.504659454895,0.65,17,20,29,65,0.446153846153846,-1,18.8478269001523,0.146107185272499
"274","SF",2012,-2.02554342066109,-135.711409184293,0.5,10,14,43,67,0.641791044776119,-2.20422484283392,-154.295738998374,0.533333333333333,16,15,39,70,0.557142857142857,-3,18.5843298140812,0.135652042438549
"275","SEA",1999,-2.29800819747002,-163.158582020372,0.75,18,16,37,71,0.52112676056338,-2.48643559304078,-181.509798291977,0.444444444444444,30,9,34,73,0.465753424657534,-2,18.3512162716057,0.127439001886151
"276","HOU",2015,-2.62634660920785,-160.207143161679,0.470588235294118,16,17,28,61,0.459016393442623,-2.58385878154704,-178.286255926745,0.727272727272727,15,11,44,69,0.63768115942029,-8,18.0791127650668,0.139070098192821
"277","ATL",2009,-2.59521725536938,-134.951297279208,0.4375,17,16,21,52,0.403846153846154,-2.73194390816722,-152.988858857364,0.647058823529412,15,17,24,56,0.428571428571429,-4,18.0375615781566,0.167014459057006
"278","CHI",2008,-2.84645036036772,-139.476067658018,0.6,14,10,26,49,0.530612244897959,-2.80353803961417,-156.998130218394,0.75,22,8,27,56,0.482142857142857,-7,17.5220625603752,0.166876786289288
"279","KC",2023,-2.66038338619473,-172.924920102657,0.578947368421053,18,19,29,65,0.446153846153846,-2.20714121186024,-189.81414421998,0.526315789473684,10,19,57,86,0.662790697674419,-21,16.8892241173231,0.111849166339888
"280","TB",2008,-2.7981086957602,-151.097869571051,0.857142857142857,13,14,28,54,0.518518518518518,-2.93837530346064,-167.487392297256,0.625,22,8,27,57,0.473684210526316,-3,16.3895227262058,0.147653357893746
"281","MIN",2004,-2.1153250060791,-156.534050449853,0.384615384615385,14,13,47,74,0.635135135135135,-2.50568651442488,-172.892369495316,0.6,15,20,34,69,0.492753623188406,5,16.3583190454631,0.114393839478763
"282","PIT",2002,-2.58253504911456,-178.194918388905,0.666666666666667,25,9,35,69,0.507246376811594,-2.45888844283056,-194.252186983614,0.833333333333333,22,12,45,79,0.569620253164557,-10,16.0572685947096,0.108495058072362
"283","NYG",2015,-2.98122676713008,-137.136431287984,0.6,14,10,22,46,0.478260869565217,-2.94033224858569,-152.897276926456,0.588235294117647,15,17,20,52,0.384615384615385,-6,15.7608456384724,0.160824955494617
"284","WAS",2015,-2.55980703447117,-143.349193930386,0.526315789473684,11,19,26,56,0.464285714285714,-2.37248004168754,-158.956162793065,0.545454545454545,11,22,34,67,0.507462686567164,-11,15.6069688626798,0.126885925712844
"285","BUF",2011,-2.9013408528382,-156.672406053263,0.5,25,8,21,54,0.388888888888889,-2.96915298723919,-172.210873259873,0.615384615384615,20,13,25,58,0.431034482758621,-4,15.5384672066105,0.138736314344737
"286","DEN",2015,-2.67710013454415,-214.168010763532,0.615384615384615,24,13,43,80,0.5375,-2.31948958790075,-229.629469202174,0.5,17,26,57,99,0.575757575757576,-19,15.4614584386425,0.0863768627857124
"287","TEN",2019,-2.18663033769365,-177.117057353185,0.421052631578947,9,19,53,81,0.654320987654321,-2.63714015273436,-192.511231149608,0.727272727272727,17,11,45,73,0.616438356164384,8,15.3941737964229,0.0999621675092395
"288","WAS",2016,-2.99932045423792,-125.971459077993,0.615384615384615,12,13,18,42,0.428571428571429,-2.3530801099769,-141.184806598614,0.466666666666667,13,15,32,60,0.533333333333333,-18,15.2133475206215,0.149150465888446
"289","WAS",2005,-2.54132926994088,-152.479756196453,0.666666666666667,12,21,27,60,0.45,-2.46086106668553,-167.338552534616,0.555555555555556,18,18,32,68,0.470588235294118,-8,14.8587963381632,0.1160843463919
"290","ATL",2020,-2.12749109683939,-127.649465810363,0.5,11,12,37,60,0.616666666666667,-2.73833111598504,-142.393218031222,0.529411764705882,12,17,24,52,0.461538461538462,8,14.7437522208588,0.131640644829096
"291","PHI",2021,-2.52318748414467,-126.159374207234,0.416666666666667,12,12,27,50,0.54,-2.76229414880603,-140.877001589107,0.363636363636364,12,11,28,51,0.549019607843137,-1,14.7176273818739,0.145719082988851
"292","PHI",2014,-2.85947833309567,-174.428178318836,0.769230769230769,21,13,27,61,0.442622950819672,-2.62612670042117,-189.081122430324,0.681818181818182,12,22,38,72,0.527777777777778,-11,14.6529441114884,0.110172512116454
"293","LA",2010,-2.68828362168564,-139.790748327653,0.444444444444444,15,9,28,52,0.538461538461538,-2.33824073848528,-154.323888740028,0.526315789473684,14,19,33,66,0.5,-14,14.533140412375,0.123162206884534
"294","DAL",2011,-2.31366674995886,-143.447338497449,0.533333333333333,12,15,35,62,0.564516129032258,-2.46724528256043,-157.903698083867,0.583333333333333,15,12,37,64,0.578125,-2,14.4563595864181,0.11473301259062
"295","DEN",1999,-2.54394113197273,-145.004644522446,0.727272727272727,18,11,28,57,0.491228070175439,-2.12577596983057,-159.433197737293,0.421052631578947,15,19,41,75,0.546666666666667,-18,14.4285532148468,0.109307221324597
"296","IND",1999,-2.57500813992614,-118.450374436602,0.5625,17,16,13,46,0.282608695652174,-2.25075228924674,-132.794385065557,0.625,10,16,33,59,0.559322033898305,-13,14.3440106289551,0.136609625037667
"297","SEA",2015,-2.04251283554458,-149.103436994755,0.583333333333333,11,12,51,73,0.698630136986301,-2.40287439162615,-163.395458630578,0.5,14,18,36,68,0.529411764705882,5,14.2920216358236,0.101361855573217
"298","KC",2021,-2.74225169080288,-172.761856520582,0.625,16,16,31,63,0.492063492063492,-2.87666569345297,-186.983270074443,0.6,16,20,29,65,0.446153846153846,-2,14.2214135538618,0.111104793389545
"299","NYG",2014,-2.91816734899941,-145.908367449971,0.692307692307692,14,13,23,50,0.46,-2.25124190080007,-159.838174956805,0.466666666666667,17,15,40,71,0.563380281690141,-21,13.9298075068342,0.115122376089539
"300","NYG",2004,-1.78643771751553,-133.982828813664,0.35,13,20,42,75,0.56,-2.34621434949485,-147.811504018175,0.555555555555556,14,18,31,63,0.492063492063492,12,13.8286752045108,0.100207791337035
"301","ATL",2018,-2.40581155312595,-139.537070081305,0.529411764705882,7,17,34,58,0.586206896551724,-2.63546600039134,-152.857028022698,0.375,15,8,35,58,0.603448275862069,0,13.319957941393,0.114827223632698
"302","NYG",2005,-2.70395951114714,-154.125692135387,0.583333333333333,20,12,25,57,0.43859649122807,-2.26218588990387,-167.401755852887,0.722222222222222,17,18,39,74,0.527027027027027,-17,13.2760637174999,0.101343997843511
"303","TEN",2013,-2.09374260634897,-123.530813774589,0.363636363636364,16,11,32,59,0.542372881355932,-2.35620778838255,-136.660051726188,0.615384615384615,13,13,32,58,0.551724137931034,1,13.1292379515988,0.112215708988024
"304","ATL",2006,-1.91454794413796,-134.018356089657,0.25,15,12,43,70,0.614285714285714,-2.6251456854157,-147.008158383279,0.625,12,16,28,56,0.5,14,12.9898022936221,0.103093668997001
"305","TEN",2000,-2.73795203558148,-150.587361956982,0.733333333333333,17,15,23,55,0.418181818181818,-1.89912728911836,-163.324946864179,0.333333333333333,17,21,48,86,0.558139534883721,-31,12.7375849071973,0.0903374816113283
"306","DAL",2016,-2.43605763064575,-112.058651009705,0.642857142857143,7,14,25,46,0.543478260869565,-2.07990851892828,-124.794511135697,0.588235294117647,10,17,33,60,0.55,-14,12.7358601259922,0.120149623830115
"307","NYG",2001,-2.1404012895902,-134.845281244182,0.380952380952381,16,21,26,63,0.412698412698413,-2.23556837300835,-147.547512618551,0.714285714285714,15,14,37,66,0.560606060606061,-3,12.7022313743685,0.0984669098788253
"308","ARI",2006,-2.82514173241055,-166.683362212222,0.5,17,18,24,59,0.406779661016949,-2.67521764828893,-179.239582435358,0.65,16,20,31,67,0.462686567164179,-8,12.5562202231359,0.0996525414534591
"309","LAC",2001,-2.14819748817306,-122.447256825864,0.6,18,15,24,57,0.421052631578947,-1.98223608751229,-134.792053950836,0.4375,19,16,33,68,0.485294117647059,-11,12.3447971249715,0.0987583769997718
"310","TEN",2007,-2.66927423044569,-162.825728057187,0.733333333333333,18,15,28,61,0.459016393442623,-2.46526308294019,-175.033678888754,0.294117647058824,23,17,32,71,0.450704225352113,-10,12.207950831567,0.0924844759967196
"311","PHI",2004,-2.30992220090118,-152.454865259478,0.75,14,16,36,66,0.545454545454545,-1.91194126558735,-164.426948840512,0.3,20,20,46,86,0.534883720930233,-20,11.9720835810343,0.0787637077699627
"312","BAL",2022,-2.27303952078631,-150.020608371897,0.642857142857143,14,14,38,66,0.575757575757576,-2.15927803544128,-161.945852658096,0.733333333333333,14,15,46,75,0.613333333333333,-9,11.9252442861997,0.0845762006113454
"313","BUF",2016,-1.8950949556791,-113.705697340746,0.555555555555556,7,9,44,60,0.733333333333333,-2.20204027841865,-125.516295869863,0.333333333333333,12,9,36,57,0.631578947368421,3,11.8105985291175,0.100945286573654
"314","SEA",2011,-2.26654698613818,-156.391742043535,0.727272727272727,14,11,44,69,0.63768115942029,-2.80209186915429,-168.125512149258,0.7,22,10,28,60,0.466666666666667,9,11.7337701057232,0.0909594581839004
"315","DAL",2006,-2.5634553579315,-164.061142907616,0.636363636363636,21,11,32,64,0.5,-2.78836973476111,-175.66729328995,0.6,20,15,28,63,0.444444444444444,1,11.6061503823344,0.0913870108845225
"316","WAS",2001,-2.21552460479985,-126.284902473592,0.875,13,8,36,57,0.631578947368421,-2.29743115561311,-137.845869336787,0.4375,23,16,21,60,0.35,-3,11.5609668631952,0.0988116825914123
"317","CAR",2006,-2.30407592129281,-131.33232751369,0.533333333333333,17,15,25,57,0.43859649122807,-2.26542855614355,-142.721999037043,0.4,14,15,34,63,0.53968253968254,-6,11.3896715233534,0.0949139293612786
"318","GB",2000,-2.28305752282957,-134.700393846945,0.733333333333333,16,15,28,59,0.474576271186441,-2.31835363566311,-146.056279046776,0.666666666666667,21,6,36,63,0.571428571428571,-4,11.3558851998311,0.0930810262281236
"319","MIN",2018,-3.03262988397702,-160.729383850782,1,10,8,35,53,0.660377358490566,-2.5671025766085,-171.99587263277,0.571428571428571,12,7,48,67,0.716417910447761,-14,11.2664887819873,0.0938874065165609
"320","JAX",2003,-2.10257056104644,-113.538810296508,0.555555555555556,17,18,19,54,0.351851851851852,-1.66075708697748,-124.556781523311,0.583333333333333,23,24,29,75,0.386666666666667,-21,11.0179712268032,0.0854106296651412
"321","BUF",2009,-2.22762103348618,-160.388714411005,0.6,19,10,43,72,0.597222222222222,-2.59246112492416,-171.102434244994,0.230769230769231,28,13,25,66,0.378787878787879,6,10.7137198339894,0.0776356509709376
"322","CIN",2018,-2.44543405524618,-129.608004928048,0.285714285714286,13,7,33,53,0.622641509433962,-2.74936038414637,-140.217379591465,0.666666666666667,12,9,30,51,0.588235294117647,2,10.609374663417,0.102013217917471
"323","PIT",2004,-2.62100637255391,-170.365414216004,0.692307692307692,18,13,34,65,0.523076923076923,-2.58523027674869,-180.966119372408,0.529411764705882,20,17,33,70,0.471428571428571,-5,10.6007051564038,0.0785237418992873
"324","CAR",2017,-2.53344027224529,-152.006416334717,0.5,16,8,36,60,0.6,-2.423462794394,-162.372007224398,0.625,11,16,42,67,0.626865671641791,-7,10.3655908896808,0.0816188259029988
"325","NO",2013,-2.28381765263867,-130.177606200404,0.363636363636364,14,11,33,57,0.578947368421053,-1.95082776968347,-140.45959941721,0.8,12,10,50,72,0.694444444444444,-15,10.2819932168059,0.0797053737736893
"326","JAX",2019,-2.50320514263251,-132.669872559523,0.6,8,15,30,53,0.566037735849057,-2.26477762441596,-142.680990338206,0.538461538461538,10,13,40,63,0.634920634920635,-10,10.0111177786825,0.0863027394714013
"327","DET",2005,-2.7502271909102,-151.262495500061,0.769230769230769,18,13,24,55,0.436363636363636,-2.51720410053351,-161.101062434145,0.631578947368421,19,19,26,64,0.40625,-9,9.83856693408399,0.0826770330595293
"328","LV",2007,-1.999786685591,-135.985494620188,0.571428571428571,20,21,29,68,0.426470588235294,-2.80333607284729,-145.773475788059,0.454545454545455,18,11,24,52,0.461538461538462,16,9.78798116787058,0.0815665097322549
"329","TB",2003,-2.38215384742064,-138.164923150397,0.473684210526316,22,19,18,58,0.310344827586207,-2.27560795107644,-147.914516819968,0.4,20,20,26,65,0.4,-7,9.74959366957137,0.0792649891835071
"330","LV",2002,-2.48169125380077,-168.755005258453,0.411764705882353,16,17,35,68,0.514705882352941,-2.15044753920265,-178.48714575382,0.5,24,14,45,83,0.542168674698795,-15,9.73214049536747,0.064451261558725
"331","PHI",2011,-2.5740343159003,-164.738196217619,0.583333333333333,25,12,27,64,0.421875,-2.45696923428011,-174.444815633888,1,15,9,47,71,0.661971830985915,-7,9.70661941626832,0.0719008845649506
"332","MIA",2014,-2.21699538999894,-155.189677299926,0.4375,12,16,42,70,0.6,-2.79086378827564,-164.660963508263,0.692307692307692,14,13,33,59,0.559322033898305,11,9.47128620833649,0.0734208233204379
"333","DAL",2009,-2.36954662630489,-135.064157699378,0.9,10,10,37,57,0.649122807017544,-2.06353697492333,-144.447588244633,0.631578947368421,12,19,40,70,0.571428571428571,-13,9.38343054525481,0.0738852798838961
"334","MIA",2016,-2.66429660131196,-154.529202876094,0.538461538461538,16,13,29,58,0.5,-2.68680498083427,-163.89510383089,0.466666666666667,18,15,28,61,0.459016393442623,-3,9.36590095479673,0.0787050500403086
"335","DEN",2001,-2.16124281358749,-146.96451132395,0.384615384615385,19,13,37,68,0.544117647058823,-2.3659627901979,-156.153544153061,0.7,22,10,35,66,0.53030303030303,2,9.18903282911165,0.0685748718590422
"336","LAC",2008,-2.55827970120185,-133.030544462496,0.636363636363636,13,11,28,52,0.538461538461538,-2.78606363076502,-142.089245169016,0.583333333333333,15,12,25,51,0.490196078431373,1,9.05870070651972,0.0879485505487351
"337","PHI",2015,-2.6213407819257,-170.38715082517,0.5625,18,16,31,65,0.476923076923077,-2.9905242074901,-179.431452449406,0.529411764705882,15,17,28,60,0.466666666666667,5,9.04430162423554,0.0723544129938844
"338","SF",2000,-2.38017776506214,-111.86835495792,0.5625,10,16,21,47,0.446808510638298,-2.01477940762922,-120.886764457753,0.5,13,12,35,60,0.583333333333333,-13,9.01840949983291,0.0842842009330179
"339","IND",2019,-2.80072005356826,-131.633842517708,0.8,10,10,27,47,0.574468085106383,-2.22950856362423,-140.459039508327,0.461538461538462,15,13,35,63,0.555555555555556,-16,8.82519699061828,0.0802290635510753
"340","MIA",2006,-2.34043041225216,-149.787546384138,0.333333333333333,19,9,36,64,0.5625,-2.43928911411692,-158.5537924176,0.666666666666667,8,21,36,65,0.553846153846154,-1,8.76624603346207,0.0679553956082331
"341","PIT",2014,-2.34538758354173,-136.032479845421,0.818181818181818,12,11,35,58,0.603448275862069,-2.730873213644,-144.736280323132,0.666666666666667,11,12,30,53,0.566037735849057,5,8.70380047771155,0.0784126169163203
"342","ARI",2007,-2.87359412906614,-172.415647743968,0.529411764705882,24,17,19,60,0.316666666666667,-2.96519790675689,-180.87707231217,0.5,18,12,31,61,0.508196721311475,-1,8.46142456820178,0.0699291286628246
"343","PIT",1999,-2.32419653993054,-139.451792395832,0.2,18,10,32,60,0.533333333333333,-2.46445873682864,-147.867524209718,0.733333333333333,14,15,31,60,0.516666666666667,0,8.41573181388594,0.0701310984490495
"344","NO",2020,-2.90590003845769,-151.1068019998,0.5,11,20,21,52,0.403846153846154,-2.37755515320249,-159.296195264567,0.428571428571429,18,7,43,67,0.641791044776119,-15,8.18939326476675,0.0688184307963592
"345","MIA",2022,-2.39472420439524,-146.07817646811,0.5,17,10,34,61,0.557377049180328,-2.36994083194447,-154.046154076391,0.4375,10,16,39,65,0.6,-4,7.96797760828107,0.0632379175260403
"346","CHI",2004,-2.10664200946946,-187.491138842782,0.666666666666667,16,21,52,89,0.584269662921348,-3.10064855460179,-195.340858939913,0.764705882352941,16,17,30,63,0.476190476190476,26,7.84972009713067,0.0516428953758597
"347","LAC",2012,-2.38136637000228,-166.69564590016,0.526315789473684,15,19,36,70,0.514285714285714,-2.76920926654739,-174.460183792486,0.625,14,16,33,63,0.523809523809524,7,7.76453789232593,0.0583799841528266
"348","CIN",2016,-2.12291895893095,-114.637623782271,0.555555555555556,8,9,37,54,0.685185185185185,-2.3024231070019,-122.028424671101,0.666666666666667,17,6,31,53,0.584905660377358,1,7.39080088882953,0.0690729055030797
"349","SEA",2008,-2.10058001521574,-126.034800912944,0.6,15,15,32,60,0.533333333333333,-2.51320445747541,-133.199836246196,0.526315789473684,9,19,25,53,0.471698113207547,7,7.16503533325202,0.0634073923296639
"350","TB",2016,-2.68521204157587,-161.112722494552,0.818181818181818,18,11,31,60,0.516666666666667,-2.62556852723234,-168.03638574287,0.625,17,16,31,64,0.484375,-4,6.92366324831772,0.0558359939380462
"351","DET",2000,-2.20998005945406,-174.588424696871,0.75,19,12,48,79,0.607594936708861,-2.74993382716593,-181.495632592951,0.6,25,20,22,66,0.333333333333333,13,6.90720789608011,0.0476359165246904
"352","CAR",2022,-2.18701479175974,-122.472828338545,0.333333333333333,13,9,34,56,0.607142857142857,-2.53641513517688,-129.357171894021,0.714285714285714,10,7,34,51,0.666666666666667,5,6.88434355547555,0.0643396593969678
"353","SEA",2019,-2.1495525082713,-163.365990628619,0.523809523809524,6,21,49,76,0.644736842105263,-2.70118209095196,-170.174471729973,0.666666666666667,16,18,29,63,0.46031746031746,13,6.8084811013548,0.048981878427013
"354","DAL",2014,-2.66310413478615,-162.449352221955,0.733333333333333,11,15,35,61,0.573770491803279,-2.68392994601228,-169.087586598773,0.684210526315789,19,19,25,63,0.396825396825397,-2,6.6382343768181,0.053534148200146
"355","NYG",2011,-2.65193498444927,-169.723839004753,0.466666666666667,17,15,32,64,0.5,-2.00325862356133,-176.286758873397,0.692307692307692,22,13,53,88,0.602272727272727,-24,6.56291986864377,0.0431771043989722
"356","SF",2014,-2.26014739374767,-155.950170168589,0.9,10,10,49,69,0.710144927536232,-2.49938408237073,-162.459965354097,0.636363636363636,23,11,31,65,0.476923076923077,4,6.50979518550804,0.0485805610858809
"357","IND",2013,-2.5418874650688,-149.971360439059,0.363636363636364,17,11,31,59,0.525423728813559,-2.36572629608503,-156.137935541612,0.588235294117647,15,17,34,66,0.515151515151515,-7,6.16657510255266,0.0493326008204212
"358","LAC",2010,-2.35979582030822,-151.026932499726,0.75,13,16,35,64,0.546875,-2.23825688634585,-156.67798204421,0.7,16,10,44,70,0.628571428571429,-6,5.6510495444833,0.0421720115259948
"359","JAX",2002,-2.15046215024685,-118.275418263577,0.571428571428571,9,7,39,55,0.709090909090909,-1.44072996338969,-123.902776851514,0.625,16,16,54,86,0.627906976744186,-31,5.62735858793712,0.0399103445952987
"360","LAC",2020,-2.0882494134698,-106.50072008696,0.4,10,10,31,51,0.607843137254902,-2.60327471014456,-111.940812536216,0.6,12,5,26,43,0.604651162790698,8,5.44009244925644,0.05787332392826
"361","NO",2015,-2.55844771888216,-135.597729100754,0.538461538461538,12,13,28,53,0.528301886792453,-2.71063710022114,-140.953129211499,0.733333333333333,9,15,28,52,0.538461538461538,1,5.35540011074491,0.0510038105785229
"362","PHI",2000,-2.07226172243575,-167.853199517296,0.733333333333333,17,15,49,81,0.604938271604938,-2.08671447252912,-173.197301219917,0.588235294117647,19,17,47,83,0.566265060240964,-2,5.34410170262055,0.0325859859915887
"363","MIA",2003,-2.68354173873714,-158.328962585491,0.777777777777778,19,18,22,59,0.372881355932203,-2.47804945903475,-163.551264296294,0.636363636363636,19,11,36,66,0.545454545454545,-7,5.22230171080247,0.0417784136864198
"364","NYJ",2009,-2.87436056472734,-178.210355013095,0.529411764705882,23,17,23,62,0.370967741935484,-2.77238379434725,-182.977330426918,0.6875,20,16,30,66,0.454545454545455,-4,4.76697541382313,0.0372419954204932
"365","KC",2005,-2.56489310842208,-130.809548529526,0.785714285714286,10,14,27,51,0.529411764705882,-2.60293811546466,-135.352782004162,0.555555555555556,16,18,18,52,0.346153846153846,-1,4.54323347463614,0.044109062860545
"366","JAX",2006,-2.59919679094528,-132.559036338209,0.875,14,8,29,51,0.568627450980392,-2.28436595735063,-137.061957441038,0.555555555555556,20,9,32,60,0.533333333333333,-9,4.5029211028282,0.040566856782236
"367","JAX",2004,-2.42621285731507,-128.589281437699,0.615384615384615,11,13,29,53,0.547169811320755,-1.6227571711157,-133.066088031487,0.5,19,18,45,82,0.548780487804878,-29,4.47680659378869,0.0331615303243607
"368","CIN",2009,-2.46504625249452,-142.972682644682,0.611111111111111,14,18,26,58,0.448275862068966,-2.45448334301552,-147.269000580931,0.625,19,8,33,60,0.55,-2,4.29631793624901,0.0364094740360086
"369","CAR",2007,-2.1774274465601,-132.823074240166,0.6,17,15,29,61,0.475409836065574,-2.68676785977019,-137.025160848279,0.705882352941177,14,17,20,51,0.392156862745098,10,4.20208660811358,0.0375186304295855
"370","LV",2023,-2.66677769364989,-168.006994699943,0.714285714285714,18,7,38,63,0.603174603174603,-2.56757430894667,-172.027478699427,0.538461538461538,13,13,41,67,0.611940298507463,-4,4.02048399948399,0.0309267999960307
"371","IND",2010,-3.02009867262396,-120.803946904958,0.777777777777778,17,9,15,40,0.375,-2.54534341612759,-124.721827390252,0.636363636363636,11,11,27,49,0.551020408163265,-9,3.91788048529318,0.044021129048238
"372","CIN",2023,-2.34572797436997,-159.509502257158,0.222222222222222,14,9,45,68,0.661764705882353,-2.3955278685496,-162.895895061373,0.636363636363636,17,11,40,68,0.588235294117647,0,3.38639280421447,0.0248999470898123
"373","ATL",2005,-2.37950850552815,-147.529527342745,0.6875,13,16,33,62,0.532258064516129,-2.54215318741211,-149.987038057314,0.733333333333333,16,15,29,59,0.491525423728814,3,2.45751071456914,0.0203100059055301
"374","KC",2000,-2.54529487638113,-139.991218200962,0.642857142857143,14,14,27,55,0.490909090909091,-2.09370528605771,-142.371959451924,0.9,14,10,44,68,0.647058823529412,-13,2.38074125096205,0.0193556199265207
"375","NYJ",2003,-2.39505606710212,-119.752803355106,0.5,14,10,26,50,0.52,-2.388076307033,-121.791891658683,0.727272727272727,11,11,29,51,0.568627450980392,-1,2.03908830357719,0.0201889931047246
"376","NYG",2016,-3.07165653478682,-150.511170204554,0.666666666666667,17,15,17,49,0.346938775510204,-2.34669634134756,-152.535262187591,0.461538461538462,17,13,35,65,0.538461538461538,-16,2.02409198303687,0.0177551928336567
"377","WAS",2018,-2.50355234463403,-162.730902401212,0.307692307692308,15,13,37,65,0.569230769230769,-2.25601531193026,-164.689117770909,0.555555555555556,15,18,40,73,0.547945205479452,-8,1.95821536969694,0.0141899664470793
